id,year,month,day,hour,station_id,bikes_available,predict
75,2013,9,4,3,0,9.0,0
76,2013,9,4,4,0,8.0,0
77,2013,9,4,5,0,9.0,0
78,2013,9,4,6,0,9.0,0
79,2013,9,4,7,0,9.0,0
80,2013,9,4,8,0,9.0,0
81,2013,9,4,9,0,4.0,0
82,2013,9,4,10,0,4.0,0
83,2013,9,4,11,0,3.0,0
84,2013,9,4,12,0,3.0,0
85,2013,9,4,13,0,2.0,0
86,2013,9,4,14,0,1.0,0
87,2013,9,4,15,0,11.0,0
88,2013,9,4,16,0,11.0,0
89,2013,9,4,17,0,13.0,0
90,2013,9,4,18,0,16.0,0
91,2013,9,4,19,0,15.0,0
92,2013,9,4,20,0,15.0,0
93,2013,9,4,21,0,17.0,0
94,2013,9,4,22,0,13.0,0
95,2013,9,4,23,0,15.0,0
96,2013,9,5,0,0,15.0,0
97,2013,9,5,1,0,15.0,0
98,2013,9,5,2,0,15.0,0
99,2013,9,5,3,0,15.0,0
100,2013,9,5,4,0,15.0,0
101,2013,9,5,5,0,15.0,0
102,2013,9,5,6,0,15.0,0
103,2013,9,5,7,0,16.0,0
104,2013,9,5,8,0,16.0,0
105,2013,9,5,9,0,13.0,0
106,2013,9,5,10,0,12.0,0
107,2013,9,5,11,0,12.0,0
108,2013,9,5,12,0,12.0,0
109,2013,9,5,13,0,11.0,0
110,2013,9,5,14,0,11.0,0
111,2013,9,5,15,0,11.0,0
112,2013,9,5,16,0,11.0,0
113,2013,9,5,17,0,13.0,0
114,2013,9,5,18,0,15.0,0
115,2013,9,5,19,0,15.0,0
116,2013,9,5,20,0,16.0,0
117,2013,9,5,21,0,15.0,0
118,2013,9,5,22,0,15.0,0
119,2013,9,5,23,0,16.0,0
120,2013,9,6,0,0,15.0,0
121,2013,9,6,1,0,15.0,0
122,2013,9,6,2,0,15.0,0
123,2013,9,6,3,0,15.0,0
124,2013,9,6,4,0,15.0,0
125,2013,9,6,5,0,15.0,0
126,2013,9,6,6,0,15.0,0
127,2013,9,6,7,0,15.0,0
128,2013,9,6,8,0,15.0,0
129,2013,9,6,9,0,10.0,0
130,2013,9,6,10,0,9.0,0
131,2013,9,6,11,0,9.0,0
132,2013,9,6,12,0,13.0,0
133,2013,9,6,13,0,13.0,0
134,2013,9,6,14,0,13.0,0
135,2013,9,6,15,0,13.0,0
136,2013,9,6,16,0,13.0,0
137,2013,9,6,17,0,17.0,0
138,2013,9,6,18,0,19.0,0
139,2013,9,6,19,0,19.0,0
140,2013,9,6,20,0,18.0,0
141,2013,9,6,21,0,19.0,0
142,2013,9,6,22,0,21.0,0
143,2013,9,6,23,0,21.0,0
144,2013,9,7,0,0,21.0,0
145,2013,9,7,1,0,21.0,0
146,2013,9,7,2,0,21.0,0
147,2013,9,7,3,0,21.0,0
148,2013,9,7,4,0,21.0,0
149,2013,9,7,5,0,21.0,0
150,2013,9,7,6,0,21.0,0
151,2013,9,7,7,0,21.0,0
152,2013,9,7,8,0,16.0,0
153,2013,9,7,9,0,16.0,0
154,2013,9,7,10,0,16.0,0
155,2013,9,7,11,0,16.0,0
156,2013,9,7,12,0,13.0,0
157,2013,9,7,13,0,12.0,0
158,2013,9,7,14,0,15.0,0
159,2013,9,7,15,0,15.0,0
160,2013,9,7,16,0,15.0,0
161,2013,9,7,17,0,15.0,0
162,2013,9,7,18,0,11.0,0
163,2013,9,7,19,0,11.0,0
164,2013,9,7,20,0,11.0,0
165,2013,9,7,21,0,11.0,0
166,2013,9,7,22,0,11.0,0
167,2013,9,7,23,0,11.0,0
168,2013,9,8,0,0,11.0,0
169,2013,9,8,1,0,8.0,0
170,2013,9,8,2,0,8.0,0
171,2013,9,8,3,0,8.0,0
172,2013,9,8,4,0,8.0,0
173,2013,9,8,5,0,8.0,0
174,2013,9,8,6,0,8.0,0
175,2013,9,8,7,0,8.0,0
176,2013,9,8,8,0,8.0,0
177,2013,9,8,9,0,8.0,0
178,2013,9,8,10,0,8.0,0
179,2013,9,8,11,0,8.0,0
180,2013,9,8,12,0,9.0,0
181,2013,9,8,13,0,9.0,0
182,2013,9,8,14,0,9.0,0
183,2013,9,8,15,0,8.0,0
184,2013,9,8,16,0,8.0,0
185,2013,9,8,17,0,8.0,0
186,2013,9,8,18,0,7.0,0
187,2013,9,8,19,0,7.0,0
188,2013,9,8,20,0,8.0,0
189,2013,9,8,21,0,8.0,0
190,2013,9,8,22,0,8.0,0
191,2013,9,8,23,0,8.0,0
192,2013,9,9,0,0,7.0,0
193,2013,9,9,1,0,8.0,0
194,2013,9,9,2,0,8.0,0
195,2013,9,9,3,0,8.0,0
196,2013,9,9,4,0,8.0,0
197,2013,9,9,5,0,8.0,0
198,2013,9,9,6,0,8.0,0
199,2013,9,9,7,0,8.0,0
200,2013,9,9,8,0,9.0,0
201,2013,9,9,9,0,7.0,0
202,2013,9,9,10,0,6.0,0
203,2013,9,9,11,0,5.0,0
204,2013,9,9,12,0,5.0,0
205,2013,9,9,13,0,5.0,0
206,2013,9,9,14,0,5.0,0
207,2013,9,9,15,0,5.0,0
208,2013,9,9,16,0,5.0,0
209,2013,9,9,17,0,7.0,0
210,2013,9,9,18,0,7.0,0
211,2013,9,9,19,0,7.0,0
212,2013,9,9,20,0,7.0,0
213,2013,9,9,21,0,6.0,0
214,2013,9,9,22,0,7.0,0
215,2013,9,9,23,0,8.0,0
216,2013,9,10,0,0,8.0,0
217,2013,9,10,1,0,7.0,0
218,2013,9,10,2,0,7.0,0
219,2013,9,10,3,0,7.0,0
220,2013,9,10,4,0,7.0,0
221,2013,9,10,5,0,7.0,0
222,2013,9,10,6,0,7.0,0
223,2013,9,10,7,0,7.0,0
224,2013,9,10,8,0,8.0,0
225,2013,9,10,9,0,10.0,0
226,2013,9,10,10,0,6.0,0
227,2013,9,10,11,0,6.0,0
228,2013,9,10,12,0,6.0,0
229,2013,9,10,13,0,6.0,0
230,2013,9,10,14,0,4.0,0
231,2013,9,10,15,0,5.0,0
232,2013,9,10,16,0,5.0,0
233,2013,9,10,17,0,7.0,0
234,2013,9,10,18,0,12.0,0
235,2013,9,10,19,0,13.0,0
236,2013,9,10,20,0,14.0,0
237,2013,9,10,21,0,14.0,0
238,2013,9,10,22,0,13.0,0
239,2013,9,10,23,0,13.0,0
240,2013,9,11,0,0,12.0,0
241,2013,9,11,1,0,12.0,0
242,2013,9,11,2,0,12.0,0
243,2013,9,11,3,0,12.0,0
244,2013,9,11,4,0,12.0,0
245,2013,9,11,5,0,12.0,0
246,2013,9,11,6,0,12.0,0
247,2013,9,11,7,0,12.0,0
248,2013,9,11,8,0,13.0,0
249,2013,9,11,9,0,10.0,0
250,2013,9,11,10,0,13.0,0
251,2013,9,11,11,0,12.0,0
252,2013,9,11,12,0,12.0,0
253,2013,9,11,13,0,11.0,0
254,2013,9,11,14,0,12.0,0
255,2013,9,11,15,0,12.0,0
256,2013,9,11,16,0,12.0,0
257,2013,9,11,17,0,13.0,0
258,2013,9,11,18,0,15.0,0
259,2013,9,11,19,0,14.0,0
260,2013,9,11,20,0,13.0,0
261,2013,9,11,21,0,11.0,0
262,2013,9,11,22,0,12.0,0
263,2013,9,11,23,0,14.0,0
264,2013,9,12,0,0,13.0,0
265,2013,9,12,1,0,13.0,0
266,2013,9,12,2,0,13.0,0
267,2013,9,12,3,0,13.0,0
268,2013,9,12,4,0,13.0,0
269,2013,9,12,5,0,13.0,0
270,2013,9,12,6,0,13.0,0
271,2013,9,12,7,0,14.0,0
272,2013,9,12,8,0,16.0,0
273,2013,9,12,9,0,12.0,0
274,2013,9,12,10,0,10.0,0
275,2013,9,12,11,0,12.0,0
276,2013,9,12,12,0,12.0,0
277,2013,9,12,13,0,11.0,0
278,2013,9,12,14,0,11.0,0
279,2013,9,12,15,0,11.0,0
280,2013,9,12,16,0,10.0,0
281,2013,9,12,17,0,12.0,0
282,2013,9,12,18,0,10.0,0
283,2013,9,12,19,0,13.0,0
284,2013,9,12,20,0,12.0,0
285,2013,9,12,21,0,13.0,0
286,2013,9,12,22,0,14.0,0
287,2013,9,12,23,0,14.0,0
288,2013,9,13,0,0,13.0,0
289,2013,9,13,1,0,13.0,0
290,2013,9,13,2,0,13.0,0
291,2013,9,13,3,0,13.0,0
292,2013,9,13,4,0,13.0,0
293,2013,9,13,5,0,13.0,0
294,2013,9,13,6,0,13.0,0
295,2013,9,13,7,0,13.0,0
296,2013,9,13,8,0,13.0,0
297,2013,9,13,9,0,7.0,0
298,2013,9,13,10,0,7.0,0
299,2013,9,13,11,0,14.0,0
300,2013,9,13,12,0,14.0,0
301,2013,9,13,13,0,14.0,0
302,2013,9,13,14,0,14.0,0
303,2013,9,13,15,0,14.0,0
304,2013,9,13,16,0,14.0,0
305,2013,9,13,17,0,17.0,0
306,2013,9,13,18,0,20.0,0
307,2013,9,13,19,0,18.0,0
308,2013,9,13,20,0,18.0,0
309,2013,9,13,21,0,18.0,0
310,2013,9,13,22,0,20.0,0
311,2013,9,13,23,0,20.0,0
312,2013,9,14,0,0,20.0,0
313,2013,9,14,1,0,20.0,0
314,2013,9,14,2,0,20.0,0
315,2013,9,14,3,0,20.0,0
316,2013,9,14,4,0,20.0,0
317,2013,9,14,5,0,20.0,0
318,2013,9,14,6,0,20.0,0
319,2013,9,14,7,0,20.0,0
320,2013,9,14,8,0,20.0,0
321,2013,9,14,9,0,21.0,0
322,2013,9,14,10,0,22.0,0
323,2013,9,14,11,0,22.0,0
324,2013,9,14,12,0,22.0,0
325,2013,9,14,13,0,22.0,0
326,2013,9,14,14,0,22.0,0
327,2013,9,14,15,0,22.0,0
328,2013,9,14,16,0,21.0,0
329,2013,9,14,17,0,14.0,0
330,2013,9,14,18,0,12.0,0
331,2013,9,14,19,0,13.0,0
332,2013,9,14,20,0,13.0,0
333,2013,9,14,21,0,13.0,0
334,2013,9,14,22,0,13.0,0
335,2013,9,14,23,0,13.0,0
336,2013,9,15,0,0,13.0,0
337,2013,9,15,1,0,13.0,0
338,2013,9,15,2,0,13.0,0
339,2013,9,15,3,0,13.0,0
340,2013,9,15,4,0,13.0,0
341,2013,9,15,5,0,13.0,0
342,2013,9,15,6,0,13.0,0
343,2013,9,15,7,0,13.0,0
344,2013,9,15,8,0,13.0,0
345,2013,9,15,9,0,13.0,0
346,2013,9,15,10,0,13.0,0
347,2013,9,15,11,0,13.0,0
348,2013,9,15,12,0,13.0,0
349,2013,9,15,13,0,13.0,0
350,2013,9,15,14,0,13.0,0
351,2013,9,15,15,0,13.0,0
352,2013,9,15,16,0,13.0,0
353,2013,9,15,17,0,13.0,0
354,2013,9,15,18,0,12.0,0
355,2013,9,15,19,0,11.0,0
356,2013,9,15,20,0,12.0,0
357,2013,9,15,21,0,12.0,0
358,2013,9,15,22,0,12.0,0
359,2013,9,15,23,0,12.0,0
360,2013,9,16,0,0,12.0,0
361,2013,9,16,1,0,12.0,0
362,2013,9,16,2,0,12.0,0
363,2013,9,16,3,0,12.0,0
364,2013,9,16,4,0,12.0,0
365,2013,9,16,5,0,12.0,0
366,2013,9,16,6,0,12.0,0
367,2013,9,16,7,0,12.0,0
368,2013,9,16,8,0,8.0,0
369,2013,9,16,9,0,5.0,0
370,2013,9,16,10,0,9.0,0
371,2013,9,16,11,0,9.0,0
372,2013,9,16,12,0,12.0,0
373,2013,9,16,13,0,12.0,0
374,2013,9,16,14,0,12.0,0
375,2013,9,16,15,0,12.0,0
376,2013,9,16,16,0,12.0,0
377,2013,9,16,17,0,15.0,0
378,2013,9,16,18,0,18.0,0
379,2013,9,16,19,0,18.0,0
380,2013,9,16,20,0,19.0,0
381,2013,9,16,21,0,19.0,0
382,2013,9,16,22,0,18.0,0
383,2013,9,16,23,0,20.0,0
384,2013,9,17,0,0,19.0,0
385,2013,9,17,1,0,19.0,0
386,2013,9,17,2,0,19.0,0
387,2013,9,17,3,0,19.0,0
388,2013,9,17,4,0,19.0,0
389,2013,9,17,5,0,19.0,0
390,2013,9,17,6,0,20.0,0
391,2013,9,17,7,0,20.0,0
392,2013,9,17,8,0,19.0,0
393,2013,9,17,9,0,9.0,0
394,2013,9,17,10,0,10.0,0
395,2013,9,17,11,0,15.0,0
396,2013,9,17,12,0,16.0,0
397,2013,9,17,13,0,17.0,0
398,2013,9,17,14,0,16.0,0
399,2013,9,17,15,0,16.0,0
400,2013,9,17,16,0,16.0,0
401,2013,9,17,17,0,16.0,0
402,2013,9,17,18,0,21.0,0
403,2013,9,17,19,0,19.0,0
404,2013,9,17,20,0,18.0,0
405,2013,9,17,21,0,17.0,0
406,2013,9,17,22,0,17.0,0
407,2013,9,17,23,0,17.0,0
408,2013,9,18,0,0,17.0,0
409,2013,9,18,1,0,17.0,0
410,2013,9,18,2,0,16.0,0
411,2013,9,18,3,0,17.0,0
412,2013,9,18,4,0,16.0,0
413,2013,9,18,5,0,17.0,0
414,2013,9,18,6,0,18.0,0
415,2013,9,18,7,0,17.0,0
416,2013,9,18,8,0,17.0,0
417,2013,9,18,9,0,12.0,0
418,2013,9,18,10,0,12.0,0
419,2013,9,18,11,0,12.0,0
420,2013,9,18,12,0,12.0,0
421,2013,9,18,13,0,13.0,0
422,2013,9,18,14,0,14.0,0
423,2013,9,18,15,0,14.0,0
424,2013,9,18,16,0,14.0,0
425,2013,9,18,17,0,16.0,0
426,2013,9,18,18,0,18.0,0
427,2013,9,18,19,0,16.0,0
428,2013,9,18,20,0,16.0,0
429,2013,9,18,21,0,14.0,0
430,2013,9,18,22,0,15.0,0
431,2013,9,18,23,0,15.0,0
432,2013,9,19,0,0,15.0,0
433,2013,9,19,1,0,15.0,0
434,2013,9,19,2,0,15.0,0
435,2013,9,19,3,0,15.0,0
436,2013,9,19,4,0,15.0,0
437,2013,9,19,5,0,15.0,0
438,2013,9,19,6,0,16.0,0
439,2013,9,19,7,0,16.0,0
440,2013,9,19,8,0,13.0,0
441,2013,9,19,9,0,8.0,0
442,2013,9,19,10,0,15.0,0
443,2013,9,19,11,0,15.0,0
444,2013,9,19,12,0,15.0,0
445,2013,9,19,13,0,15.0,0
446,2013,9,19,14,0,15.0,0
447,2013,9,19,15,0,15.0,0
448,2013,9,19,16,0,15.0,0
449,2013,9,19,17,0,21.0,0
450,2013,9,19,18,0,15.0,0
451,2013,9,19,19,0,15.0,0
452,2013,9,19,20,0,15.0,0
453,2013,9,19,21,0,15.0,0
454,2013,9,19,22,0,15.0,0
455,2013,9,19,23,0,13.0,0
456,2013,9,20,0,0,13.0,0
457,2013,9,20,1,0,14.0,0
458,2013,9,20,2,0,14.0,0
459,2013,9,20,3,0,14.0,0
460,2013,9,20,4,0,14.0,0
461,2013,9,20,5,0,14.0,0
462,2013,9,20,6,0,15.0,0
463,2013,9,20,7,0,15.0,0
464,2013,9,20,8,0,15.0,0
465,2013,9,20,9,0,13.0,0
466,2013,9,20,10,0,14.0,0
467,2013,9,20,11,0,13.0,0
468,2013,9,20,12,0,13.0,0
469,2013,9,20,13,0,13.0,0
470,2013,9,20,14,0,12.0,0
471,2013,9,20,15,0,13.0,0
472,2013,9,20,16,0,13.0,0
473,2013,9,20,17,0,15.0,0
474,2013,9,20,18,0,16.0,0
475,2013,9,20,19,0,14.0,0
476,2013,9,20,20,0,14.0,0
477,2013,9,20,21,0,15.0,0
478,2013,9,20,22,0,14.0,0
479,2013,9,20,23,0,14.0,0
480,2013,9,21,0,0,14.0,0
481,2013,9,21,1,0,15.0,0
482,2013,9,21,2,0,15.0,0
483,2013,9,21,3,0,15.0,0
484,2013,9,21,4,0,15.0,0
485,2013,9,21,5,0,15.0,0
486,2013,9,21,6,0,15.0,0
487,2013,9,21,7,0,15.0,0
488,2013,9,21,8,0,15.0,0
489,2013,9,21,9,0,15.0,0
490,2013,9,21,10,0,15.0,0
491,2013,9,21,11,0,15.0,0
492,2013,9,21,12,0,13.0,0
493,2013,9,21,13,0,13.0,0
494,2013,9,21,14,0,13.0,0
495,2013,9,21,15,0,13.0,0
496,2013,9,21,16,0,15.0,0
497,2013,9,21,17,0,15.0,0
498,2013,9,21,18,0,15.0,0
499,2013,9,21,19,0,15.0,0
500,2013,9,21,20,0,16.0,0
501,2013,9,21,21,0,16.0,0
502,2013,9,21,22,0,16.0,0
503,2013,9,21,23,0,16.0,0
504,2013,9,22,0,0,16.0,0
505,2013,9,22,1,0,16.0,0
506,2013,9,22,2,0,16.0,0
507,2013,9,22,3,0,16.0,0
508,2013,9,22,4,0,16.0,0
509,2013,9,22,5,0,16.0,0
510,2013,9,22,6,0,16.0,0
511,2013,9,22,7,0,17.0,0
512,2013,9,22,8,0,17.0,0
513,2013,9,22,9,0,19.0,0
514,2013,9,22,10,0,18.0,0
515,2013,9,22,11,0,18.0,0
516,2013,9,22,12,0,18.0,0
517,2013,9,22,13,0,18.0,0
518,2013,9,22,14,0,17.0,0
519,2013,9,22,15,0,17.0,0
520,2013,9,22,16,0,17.0,0
521,2013,9,22,17,0,17.0,0
522,2013,9,22,18,0,13.0,0
523,2013,9,22,19,0,13.0,0
524,2013,9,22,20,0,13.0,0
525,2013,9,22,21,0,13.0,0
526,2013,9,22,22,0,13.0,0
527,2013,9,22,23,0,13.0,0
528,2013,9,23,0,0,13.0,0
529,2013,9,23,1,0,13.0,0
530,2013,9,23,2,0,13.0,0
531,2013,9,23,3,0,12.0,0
532,2013,9,23,4,0,12.0,0
533,2013,9,23,5,0,12.0,0
534,2013,9,23,6,0,12.0,0
535,2013,9,23,7,0,12.0,0
536,2013,9,23,8,0,11.0,0
537,2013,9,23,9,0,10.0,0
538,2013,9,23,10,0,7.0,0
539,2013,9,23,11,0,6.0,0
540,2013,9,23,12,0,7.0,0
541,2013,9,23,13,0,7.0,0
542,2013,9,23,14,0,6.0,0
543,2013,9,23,15,0,6.0,0
544,2013,9,23,16,0,6.0,0
545,2013,9,23,17,0,15.0,0
546,2013,9,23,18,0,15.0,0
547,2013,9,23,19,0,16.0,0
548,2013,9,23,20,0,15.0,0
549,2013,9,23,21,0,15.0,0
550,2013,9,23,22,0,16.0,0
551,2013,9,23,23,0,16.0,0
552,2013,9,24,0,0,16.0,0
553,2013,9,24,1,0,16.0,0
554,2013,9,24,2,0,16.0,0
555,2013,9,24,3,0,16.0,0
556,2013,9,24,4,0,16.0,0
557,2013,9,24,5,0,16.0,0
558,2013,9,24,6,0,17.0,0
559,2013,9,24,7,0,18.0,0
560,2013,9,24,8,0,18.0,0
561,2013,9,24,9,0,13.0,0
562,2013,9,24,10,0,12.0,0
563,2013,9,24,11,0,12.0,0
564,2013,9,24,12,0,12.0,0
565,2013,9,24,13,0,12.0,0
566,2013,9,24,14,0,12.0,0
567,2013,9,24,15,0,13.0,0
568,2013,9,24,16,0,13.0,0
569,2013,9,24,17,0,15.0,0
570,2013,9,24,18,0,13.0,0
571,2013,9,24,19,0,12.0,0
572,2013,9,24,20,0,13.0,0
573,2013,9,24,21,0,14.0,0
574,2013,9,24,22,0,13.0,0
575,2013,9,24,23,0,13.0,0
576,2013,9,25,0,0,12.0,0
577,2013,9,25,1,0,12.0,0
578,2013,9,25,2,0,12.0,0
579,2013,9,25,3,0,12.0,0
580,2013,9,25,4,0,12.0,0
581,2013,9,25,5,0,12.0,0
582,2013,9,25,6,0,13.0,0
583,2013,9,25,7,0,13.0,0
584,2013,9,25,8,0,11.0,0
585,2013,9,25,9,0,7.0,0
586,2013,9,25,10,0,4.0,0
587,2013,9,25,11,0,8.0,0
588,2013,9,25,12,0,8.0,0
589,2013,9,25,13,0,8.0,0
590,2013,9,25,14,0,9.0,0
591,2013,9,25,15,0,8.0,0
592,2013,9,25,16,0,8.0,0
593,2013,9,25,17,0,11.0,0
594,2013,9,25,18,0,14.0,0
595,2013,9,25,19,0,14.0,0
596,2013,9,25,20,0,14.0,0
597,2013,9,25,21,0,15.0,0
598,2013,9,25,22,0,15.0,0
599,2013,9,25,23,0,14.0,0
600,2013,9,26,0,0,14.0,0
601,2013,9,26,1,0,14.0,0
602,2013,9,26,2,0,14.0,0
603,2013,9,26,3,0,14.0,0
604,2013,9,26,4,0,14.0,0
605,2013,9,26,5,0,14.0,0
606,2013,9,26,6,0,15.0,0
607,2013,9,26,7,0,15.0,0
608,2013,9,26,8,0,11.0,0
609,2013,9,26,9,0,9.0,0
610,2013,9,26,10,0,10.0,0
611,2013,9,26,11,0,10.0,0
612,2013,9,26,12,0,10.0,0
613,2013,9,26,13,0,10.0,0
614,2013,9,26,14,0,10.0,0
615,2013,9,26,15,0,9.0,0
616,2013,9,26,16,0,9.0,0
617,2013,9,26,17,0,13.0,0
618,2013,9,26,18,0,15.0,0
619,2013,9,26,19,0,16.0,0
620,2013,9,26,20,0,16.0,0
621,2013,9,26,21,0,15.0,0
622,2013,9,26,22,0,14.0,0
623,2013,9,26,23,0,14.0,0
624,2013,9,27,0,0,13.0,0
625,2013,9,27,1,0,14.0,0
626,2013,9,27,2,0,14.0,0
627,2013,9,27,3,0,14.0,0
628,2013,9,27,4,0,14.0,0
629,2013,9,27,5,0,14.0,0
630,2013,9,27,6,0,15.0,0
631,2013,9,27,7,0,15.0,0
632,2013,9,27,8,0,16.0,0
633,2013,9,27,9,0,13.0,0
634,2013,9,27,10,0,12.0,0
635,2013,9,27,11,0,12.0,0
636,2013,9,27,12,0,12.0,0
637,2013,9,27,13,0,13.0,0
638,2013,9,27,14,0,13.0,0
639,2013,9,27,15,0,13.0,0
640,2013,9,27,16,0,13.0,0
641,2013,9,27,17,0,17.0,0
642,2013,9,27,18,0,16.0,0
643,2013,9,27,19,0,13.0,0
644,2013,9,27,20,0,13.0,0
645,2013,9,27,21,0,13.0,0
646,2013,9,27,22,0,13.0,0
647,2013,9,27,23,0,12.0,0
648,2013,9,28,0,0,12.0,0
649,2013,9,28,1,0,12.0,0
650,2013,9,28,2,0,12.0,0
651,2013,9,28,3,0,12.0,0
652,2013,9,28,4,0,12.0,0
653,2013,9,28,5,0,12.0,0
654,2013,9,28,6,0,12.0,0
655,2013,9,28,7,0,12.0,0
656,2013,9,28,8,0,12.0,0
657,2013,9,28,9,0,12.0,0
658,2013,9,28,10,0,11.0,0
659,2013,9,28,11,0,10.0,0
660,2013,9,28,12,0,10.0,0
661,2013,9,28,13,0,10.0,0
662,2013,9,28,14,0,10.0,0
663,2013,9,28,15,0,10.0,0
664,2013,9,28,16,0,12.0,0
665,2013,9,28,17,0,11.0,0
666,2013,9,28,18,0,10.0,0
667,2013,9,28,19,0,8.0,0
668,2013,9,28,20,0,9.0,0
669,2013,9,28,21,0,9.0,0
670,2013,9,28,22,0,11.0,0
671,2013,9,28,23,0,11.0,0
672,2013,9,29,0,0,11.0,0
673,2013,9,29,1,0,11.0,0
674,2013,9,29,2,0,11.0,0
675,2013,9,29,3,0,11.0,0
676,2013,9,29,4,0,11.0,0
677,2013,9,29,5,0,11.0,0
678,2013,9,29,6,0,11.0,0
679,2013,9,29,7,0,11.0,0
680,2013,9,29,8,0,11.0,0
681,2013,9,29,9,0,11.0,0
682,2013,9,29,10,0,11.0,0
683,2013,9,29,11,0,11.0,0
684,2013,9,29,12,0,11.0,0
685,2013,9,29,13,0,11.0,0
686,2013,9,29,14,0,11.0,0
687,2013,9,29,15,0,11.0,0
688,2013,9,29,16,0,11.0,0
689,2013,9,29,17,0,11.0,0
690,2013,9,29,18,0,11.0,0
691,2013,9,29,19,0,19.0,0
692,2013,9,29,20,0,19.0,0
693,2013,9,29,21,0,18.0,0
694,2013,9,29,22,0,18.0,0
695,2013,9,29,23,0,18.0,0
696,2013,9,30,0,0,18.0,0
697,2013,9,30,1,0,18.0,0
698,2013,9,30,2,0,17.0,0
699,2013,9,30,3,0,17.0,0
700,2013,9,30,4,0,17.0,0
701,2013,9,30,5,0,17.0,0
702,2013,9,30,6,0,18.0,0
703,2013,9,30,7,0,18.0,0
704,2013,9,30,8,0,18.0,0
705,2013,9,30,9,0,14.0,0
706,2013,9,30,10,0,12.0,0
707,2013,9,30,11,0,11.0,0
708,2013,9,30,12,0,12.0,0
709,2013,9,30,13,0,12.0,0
710,2013,9,30,14,0,10.0,0
711,2013,9,30,15,0,11.0,0
712,2013,9,30,16,0,11.0,0
713,2013,9,30,17,0,15.0,0
714,2013,9,30,18,0,18.0,0
715,2013,9,30,19,0,18.0,0
716,2013,9,30,20,0,17.0,0
717,2013,9,30,21,0,17.0,0
718,2013,9,30,22,0,16.0,0
719,2013,9,30,23,0,16.0,0
720,2013,10,1,0,0,16.0,0
721,2013,10,1,1,0,14.0,0
722,2013,10,1,2,0,14.0,0
723,2013,10,1,3,0,14.0,0
724,2013,10,1,4,0,14.0,0
725,2013,10,1,5,0,14.0,0
726,2013,10,1,6,0,15.0,0
727,2013,10,1,7,0,16.0,0
728,2013,10,1,8,0,15.0,0
729,2013,10,1,9,0,11.0,0
730,2013,10,1,10,0,9.0,0
731,2013,10,1,11,0,9.0,0
732,2013,10,1,12,0,9.0,0
733,2013,10,1,13,0,9.0,0
