TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
293518,2021/12/1 7:41,925,1815,19.63,0
293519,2021/12/1 7:43,750,475,32.67,0
293520,2021/12/1 7:44,125,1300,27.51,0
293521,2021/12/1 7:45,588,324,73.54,0
293522,2021/12/1 7:47,810,1210,108.51,0
293523,2021/12/1 7:47,264,578,95.19,0
293524,2021/12/1 7:47,738,212,0.94,0
293525,2021/12/1 7:49,180,799,5.09,0
293526,2021/12/1 7:50,293,1745,62.36,0
293527,2021/12/1 7:50,481,48,15.99,0
293528,2021/12/1 7:50,723,794,96.61,0
293529,2021/12/1 7:51,792,492,49.95,0
293530,2021/12/1 7:52,212,1733,46.13,0
293531,2021/12/1 7:53,537,1674,57.43,0
293532,2021/12/1 7:54,929,1595,56.52,0
293533,2021/12/1 7:55,26,1008,59.79,0
293534,2021/12/1 7:55,203,1176,21.94,0
293535,2021/12/1 7:55,502,1381,18.3,0
293536,2021/12/1 7:58,620,1424,61.61,0
293537,2021/12/1 7:58,742,813,62.16,0
293538,2021/12/1 7:59,671,1641,23.79,0
293539,2021/12/1 8:00,954,1124,26.73,0
293540,2021/12/1 8:00,487,467,105.24,0
293541,2021/12/1 8:00,215,699,43.41,0
293542,2021/12/1 8:01,125,1488,37.41,0
293543,2021/12/1 8:02,6,607,10.44,0
293544,2021/12/1 8:02,55,539,33.75,0
293545,2021/12/1 8:02,475,1871,93.69,0
293546,2021/12/1 8:03,139,138,63.56,0
293547,2021/12/1 8:04,970,1994,204.48,0
293548,2021/12/1 8:04,767,1923,15.62,0
293549,2021/12/1 8:05,979,423,39.17,0
293550,2021/12/1 8:06,37,1347,20.78,0
293551,2021/12/1 8:06,108,1533,66.77,0
293552,2021/12/1 8:07,290,629,19.05,0
293553,2021/12/1 8:07,147,535,94.16,0
293554,2021/12/1 8:07,372,1905,29.45,1
293555,2021/12/1 8:08,807,411,10.75,0
293556,2021/12/1 8:09,675,607,149.76,0
293557,2021/12/1 8:10,155,354,63.81,0
293558,2021/12/1 8:11,131,405,69.69,0
293559,2021/12/1 8:13,104,1638,12.52,0
293560,2021/12/1 8:13,772,777,106.87,0
293561,2021/12/1 8:14,79,937,116.41,0
293562,2021/12/1 8:14,548,1267,106.43,0
293563,2021/12/1 8:14,771,1998,9.07,0
293564,2021/12/1 8:16,609,1436,18.8,0
293565,2021/12/1 8:16,716,475,33.01,0
293566,2021/12/1 8:16,825,1301,68.69,0
293567,2021/12/1 8:17,458,142,113.75,0
293568,2021/12/1 8:19,344,83,42.29,0
293569,2021/12/1 8:20,924,310,64.97,0
293570,2021/12/1 8:21,488,1738,9.64,0
293571,2021/12/1 8:21,226,140,26.76,0
293572,2021/12/1 8:22,681,1058,9.78,0
293573,2021/12/1 8:23,204,1687,78.68,0
293574,2021/12/1 8:23,992,1190,14.93,0
293575,2021/12/1 8:24,995,652,49.87,0
293576,2021/12/1 8:26,350,1715,17.12,0
293577,2021/12/1 8:26,854,1792,23.61,0
293578,2021/12/1 8:26,230,1325,18.4,0
293579,2021/12/1 8:27,782,1535,26.3,0
293580,2021/12/1 8:27,177,1847,26.43,0
293581,2021/12/1 8:27,630,251,84.15,0
293582,2021/12/1 8:27,677,797,43.48,0
293583,2021/12/1 8:27,655,509,27.73,0
293584,2021/12/1 8:28,967,1058,45.46,0
293585,2021/12/1 8:29,305,1353,105.73,0
293586,2021/12/1 8:29,977,912,75.02,0
293587,2021/12/1 8:29,852,1374,48.95,0
293588,2021/12/1 8:29,574,1903,70.11,0
293589,2021/12/1 8:29,231,143,102.36,0
293590,2021/12/1 8:29,780,1812,11.43,0
293591,2021/12/1 8:29,442,430,66.31,0
293592,2021/12/1 8:33,140,1245,106.87,0
293593,2021/12/1 8:33,764,1067,44.34,0
293594,2021/12/1 8:34,886,106,58.71,0
293595,2021/12/1 8:35,95,373,65.05,0
293596,2021/12/1 8:35,155,1985,118.81,0
293597,2021/12/1 8:36,443,270,44.9,0
293598,2021/12/1 8:37,564,826,85.08,0
293599,2021/12/1 8:38,395,1945,63.89,0
293600,2021/12/1 8:39,98,540,6.78,0
293601,2021/12/1 8:39,375,1970,45.21,0
293602,2021/12/1 8:40,504,674,63.97,0
293603,2021/12/1 8:40,273,130,12.85,0
293604,2021/12/1 8:41,821,1162,33.65,0
293605,2021/12/1 8:41,155,1081,88.81,0
293606,2021/12/1 8:41,287,354,5.26,0
293607,2021/12/1 8:41,446,1965,43.92,0
293608,2021/12/1 8:41,981,1362,42.25,0
293609,2021/12/1 8:42,253,1489,10.58,0
293610,2021/12/1 8:43,540,1168,15.03,1
293611,2021/12/1 8:43,259,855,16.65,0
293612,2021/12/1 8:43,772,866,85.19,0
293613,2021/12/1 8:44,684,598,24.29,0
293614,2021/12/1 8:44,811,333,10.87,0
293615,2021/12/1 8:44,647,1020,8.21,0
293616,2021/12/1 8:44,386,1481,71.69,0
293617,2021/12/1 8:44,38,429,17.02,0
293618,2021/12/1 8:44,723,783,116.55,0
293619,2021/12/1 8:45,929,147,47.37,0
293620,2021/12/1 8:45,624,1507,36.1,0
293621,2021/12/1 8:45,559,1039,9.96,0
293622,2021/12/1 8:46,392,1351,113.95,0
293623,2021/12/1 8:46,371,456,122.35,0
293624,2021/12/1 8:47,844,1040,127.23,0
293625,2021/12/1 8:48,382,1832,23.75,0
293626,2021/12/1 8:48,684,1128,79.2,0
293627,2021/12/1 8:49,27,931,26.36,0
293628,2021/12/1 8:49,250,262,85.15,0
293629,2021/12/1 8:49,316,1964,126.78,0
293630,2021/12/1 8:49,246,989,54.28,0
293631,2021/12/1 8:49,400,524,34.34,0
293632,2021/12/1 8:49,74,531,156.66,0
293633,2021/12/1 8:50,144,544,58.1,0
293634,2021/12/1 8:50,448,1446,75.63,0
293635,2021/12/1 8:50,990,989,28.62,0
293636,2021/12/1 8:52,262,1785,23.3,0
293637,2021/12/1 8:52,791,311,84.49,0
293638,2021/12/1 8:52,136,1734,112.92,0
293639,2021/12/1 8:53,408,1210,27.89,0
293640,2021/12/1 8:53,472,1648,2.29,0
293641,2021/12/1 8:53,161,655,74.71,0
293642,2021/12/1 8:54,697,1698,66.81,0
293643,2021/12/1 8:54,400,1623,14.6,0
293644,2021/12/1 8:54,148,689,39.93,0
293645,2021/12/1 8:54,964,1019,31.69,0
293646,2021/12/1 8:54,359,360,52.82,0
293647,2021/12/1 8:54,508,1121,116.38,0
293648,2021/12/1 8:54,651,1996,112,0
293649,2021/12/1 8:55,292,981,32.05,0
293650,2021/12/1 8:55,997,148,12.75,0
293651,2021/12/1 8:57,555,953,2.19,0
293652,2021/12/1 8:58,989,408,49.23,0
293653,2021/12/1 8:59,874,1006,21.24,0
293654,2021/12/1 9:00,710,283,90.48,0
293655,2021/12/1 9:01,270,838,19.37,0
293656,2021/12/1 9:01,524,1966,57.44,0
293657,2021/12/1 9:02,550,1933,54.68,0
293658,2021/12/1 9:02,300,865,104.99,0
293659,2021/12/1 9:02,798,651,95.3,0
293660,2021/12/1 9:03,799,101,67.99,0
293661,2021/12/1 9:03,854,1603,34.94,0
293662,2021/12/1 9:04,675,750,110.15,0
293663,2021/12/1 9:04,792,431,35.92,0
293664,2021/12/1 9:04,439,892,43.48,0
293665,2021/12/1 9:05,801,1396,23.04,0
293666,2021/12/1 9:05,421,1049,26.29,0
293667,2021/12/1 9:06,947,829,78.23,0
293668,2021/12/1 9:07,797,771,41.15,0
293669,2021/12/1 9:07,213,1078,28.19,0
293670,2021/12/1 9:08,198,917,32.93,0
293671,2021/12/1 9:09,118,197,84.83,0
293672,2021/12/1 9:09,144,544,54.27,0
293673,2021/12/1 9:09,34,547,11.6,0
293674,2021/12/1 9:09,618,100,8.73,0
293675,2021/12/1 9:10,966,1557,28.2,0
293676,2021/12/1 9:10,4,1939,32.32,1
293677,2021/12/1 9:10,792,1468,139.55,0
293678,2021/12/1 9:10,708,1101,23.23,0
293679,2021/12/1 9:11,806,657,8.59,0
293680,2021/12/1 9:11,761,529,27.6,0
293681,2021/12/1 9:11,296,1790,49.43,0
293682,2021/12/1 9:11,213,1435,186.96,0
293683,2021/12/1 9:12,802,1001,28.45,0
293684,2021/12/1 9:12,929,196,57.65,0
293685,2021/12/1 9:12,407,1812,40.86,0
293686,2021/12/1 9:13,721,857,171.42,0
293687,2021/12/1 9:13,662,1161,78.89,0
293688,2021/12/1 9:13,817,1964,17.45,0
293689,2021/12/1 9:14,107,232,36.58,0
