datetime,start_code,end_code,KP,prediction,is_congestion
2023-06-13 23:00:00,0,1,5.47,0,0
2023-06-13 23:00:00,0,1,9.425,0,0
2023-06-13 00:00:00,1,0,5.6,0,0
2023-06-13 00:00:00,1,0,7.3,0,0
2023-06-13 00:00:00,1,0,9.405,0,0
2023-06-13 01:00:00,1,0,9.405,0,0
2023-06-13 01:00:00,1,0,7.3,0,0
2023-06-13 01:00:00,1,0,5.6,0,0
2023-06-13 02:00:00,1,0,9.405,0,0
2023-06-13 02:00:00,1,0,7.3,0,0
2023-06-13 02:00:00,1,0,5.6,0,0
2023-06-13 03:00:00,1,0,7.3,0,0
2023-06-13 03:00:00,1,0,9.405,0,0
2023-06-13 03:00:00,1,0,5.6,0,0
2023-06-13 04:00:00,1,0,5.6,0,0
2023-06-13 04:00:00,1,0,7.3,0,0
2023-06-13 04:00:00,1,0,9.405,0,0
2023-06-13 05:00:00,1,0,7.3,0,0
2023-06-13 05:00:00,1,0,9.405,0,0
2023-06-13 05:00:00,1,0,5.6,0,0
2023-06-13 06:00:00,1,0,7.3,0,0
2023-06-13 06:00:00,1,0,9.405,0,0
2023-06-13 06:00:00,1,0,5.6,0,0
2023-06-13 07:00:00,1,0,5.6,0,0
2023-06-13 07:00:00,1,0,7.3,0,0
2023-06-13 07:00:00,1,0,9.405,0,0
2023-06-13 08:00:00,1,0,5.6,0,0
2023-06-13 08:00:00,1,0,9.405,0,0
2023-06-13 08:00:00,1,0,7.3,0,0
2023-06-13 09:00:00,1,0,9.405,0,0
2023-06-13 09:00:00,1,0,5.6,1,0
2023-06-13 09:00:00,1,0,7.3,0,0
2023-06-13 10:00:00,1,0,7.3,1,0
2023-06-13 10:00:00,1,0,9.405,1,0
2023-06-13 10:00:00,1,0,5.6,1,0
2023-06-13 11:00:00,1,0,9.405,1,0
2023-06-13 11:00:00,1,0,5.6,1,0
2023-06-13 11:00:00,1,0,7.3,1,0
2023-06-13 12:00:00,1,0,7.3,1,0
2023-06-13 12:00:00,1,0,9.405,1,0
2023-06-13 12:00:00,1,0,5.6,1,0
2023-06-13 13:00:00,1,0,7.3,0,0
2023-06-13 13:00:00,1,0,9.405,0,0
2023-06-13 13:00:00,1,0,5.6,0,0
2023-06-13 14:00:00,1,0,5.6,0,0
2023-06-13 14:00:00,1,0,9.405,0,0
2023-06-13 14:00:00,1,0,7.3,0,0
2023-06-13 15:00:00,1,0,9.405,1,0
2023-06-13 15:00:00,1,0,7.3,1,0
2023-06-13 15:00:00,1,0,5.6,1,0
2023-06-13 16:00:00,1,0,9.405,1,0
2023-06-13 16:00:00,1,0,7.3,1,0
2023-06-13 16:00:00,1,0,5.6,1,0
2023-06-13 17:00:00,1,0,9.405,1,0
2023-06-13 17:00:00,1,0,5.6,1,0
2023-06-13 17:00:00,1,0,7.3,1,0
2023-06-13 18:00:00,1,0,9.405,1,0
2023-06-13 18:00:00,1,0,7.3,1,0
2023-06-13 18:00:00,1,0,5.6,1,0
2023-06-13 19:00:00,1,0,5.6,0,0
2023-06-13 19:00:00,1,0,9.405,0,0
2023-06-13 19:00:00,1,0,7.3,0,0
2023-06-13 20:00:00,1,0,5.6,0,0
2023-06-13 20:00:00,1,0,7.3,0,0
2023-06-13 20:00:00,1,0,9.405,0,0
2023-06-13 21:00:00,1,0,9.405,0,0
2023-06-13 21:00:00,1,0,7.3,0,0
2023-06-13 21:00:00,1,0,5.6,0,0
2023-06-13 22:00:00,1,0,5.6,0,0
2023-06-13 22:00:00,1,0,7.3,0,0
2023-06-13 22:00:00,1,0,9.405,0,0
2023-06-13 23:00:00,1,0,9.405,0,0
2023-06-13 23:00:00,1,0,7.3,0,0
2023-06-13 23:00:00,1,0,5.6,0,0
2023-06-13 00:00:00,1,2,11.6,0,0
2023-06-13 00:00:00,1,2,13.838,0,0
2023-06-13 00:00:00,1,2,15.859,0,0
2023-06-13 00:00:00,1,2,18.093,0,0
2023-06-13 01:00:00,1,2,13.838,0,0
2023-06-13 01:00:00,1,2,18.093,0,0
2023-06-13 01:00:00,1,2,11.6,0,0
2023-06-13 01:00:00,1,2,15.859,0,0
2023-06-13 02:00:00,1,2,18.093,0,0
2023-06-13 02:00:00,1,2,15.859,0,0
2023-06-13 02:00:00,1,2,13.838,0,0
2023-06-13 02:00:00,1,2,11.6,0,0
2023-06-13 03:00:00,1,2,13.838,0,0
2023-06-13 03:00:00,1,2,15.859,0,0
2023-06-13 03:00:00,1,2,18.093,0,0
2023-06-13 03:00:00,1,2,11.6,0,0
2023-06-13 04:00:00,1,2,15.859,0,0
2023-06-13 04:00:00,1,2,18.093,0,0
2023-06-13 04:00:00,1,2,11.6,0,0
2023-06-13 04:00:00,1,2,13.838,0,0
2023-06-13 05:00:00,1,2,11.6,0,0
2023-06-13 05:00:00,1,2,13.838,0,0
2023-06-13 05:00:00,1,2,18.093,0,0
2023-06-13 05:00:00,1,2,15.859,0,0
2023-06-13 06:00:00,1,2,18.093,0,0
2023-06-13 06:00:00,1,2,15.859,0,0
2023-06-13 06:00:00,1,2,13.838,0,0
2023-06-13 06:00:00,1,2,11.6,0,0
2023-06-13 07:00:00,1,2,13.838,0,0
2023-06-13 07:00:00,1,2,15.859,0,0
2023-06-13 07:00:00,1,2,11.6,0,0
2023-06-13 07:00:00,1,2,18.093,0,0
2023-06-13 08:00:00,1,2,15.859,0,0
2023-06-13 08:00:00,1,2,13.838,0,0
2023-06-13 08:00:00,1,2,11.6,0,0
2023-06-13 08:00:00,1,2,18.093,0,0
2023-06-13 09:00:00,1,2,13.838,0,0
2023-06-13 09:00:00,1,2,15.859,0,0
2023-06-13 09:00:00,1,2,18.093,0,0
2023-06-13 09:00:00,1,2,11.6,0,0
2023-06-13 10:00:00,1,2,15.859,0,0
2023-06-13 10:00:00,1,2,11.6,0,0
2023-06-13 10:00:00,1,2,13.838,0,0
2023-06-13 10:00:00,1,2,18.093,0,0
2023-06-13 11:00:00,1,2,13.838,0,0
2023-06-13 11:00:00,1,2,11.6,0,0
2023-06-13 11:00:00,1,2,18.093,0,0
2023-06-13 11:00:00,1,2,15.859,0,0
2023-06-13 12:00:00,1,2,13.838,0,0
2023-06-13 12:00:00,1,2,11.6,0,0
2023-06-13 12:00:00,1,2,15.859,0,0
2023-06-13 12:00:00,1,2,18.093,0,0
2023-06-13 13:00:00,1,2,18.093,0,0
2023-06-13 13:00:00,1,2,15.859,0,0
2023-06-13 13:00:00,1,2,11.6,0,0
2023-06-13 13:00:00,1,2,13.838,0,0
2023-06-13 14:00:00,1,2,15.859,0,0
2023-06-13 14:00:00,1,2,13.838,0,0
2023-06-13 14:00:00,1,2,18.093,0,0
2023-06-13 14:00:00,1,2,11.6,0,0
2023-06-13 15:00:00,1,2,18.093,0,0
2023-06-13 15:00:00,1,2,13.838,0,0
2023-06-13 15:00:00,1,2,11.6,0,0
2023-06-13 15:00:00,1,2,15.859,0,0
2023-06-13 16:00:00,1,2,13.838,0,0
2023-06-13 16:00:00,1,2,11.6,0,0
2023-06-13 16:00:00,1,2,18.093,0,0
2023-06-13 16:00:00,1,2,15.859,0,0
2023-06-13 17:00:00,1,2,18.093,0,0
2023-06-13 17:00:00,1,2,13.838,0,0
2023-06-13 17:00:00,1,2,15.859,0,0
2023-06-13 17:00:00,1,2,11.6,0,0
2023-06-13 18:00:00,1,2,18.093,0,0
2023-06-13 18:00:00,1,2,11.6,0,0
2023-06-13 18:00:00,1,2,15.859,0,0
2023-06-13 18:00:00,1,2,13.838,0,0
2023-06-13 19:00:00,1,2,13.838,0,0
2023-06-13 19:00:00,1,2,11.6,0,0
2023-06-13 19:00:00,1,2,18.093,0,0
2023-06-13 19:00:00,1,2,15.859,0,0
2023-06-13 20:00:00,1,2,15.859,0,0
2023-06-13 20:00:00,1,2,13.838,0,0
2023-06-13 20:00:00,1,2,11.6,0,0
2023-06-13 20:00:00,1,2,18.093,0,0
2023-06-13 21:00:00,1,2,11.6,0,0
2023-06-13 21:00:00,1,2,13.838,0,0
2023-06-13 21:00:00,1,2,18.093,0,0
2023-06-13 21:00:00,1,2,15.859,0,0
2023-06-13 22:00:00,1,2,18.093,0,0
2023-06-13 22:00:00,1,2,15.859,0,0
2023-06-13 22:00:00,1,2,13.838,0,0
2023-06-13 22:00:00,1,2,11.6,0,0
2023-06-13 23:00:00,1,2,13.838,0,0
2023-06-13 23:00:00,1,2,11.6,0,0
2023-06-13 23:00:00,1,2,15.859,0,0
2023-06-13 23:00:00,1,2,18.093,0,0
2023-06-13 00:00:00,2,1,11.6,0,0
2023-06-13 00:00:00,2,1,13.8,0,0
2023-06-13 00:00:00,2,1,15.844,0,0
2023-06-13 00:00:00,2,1,18.093,0,0
2023-06-13 01:00:00,2,1,18.093,0,0
2023-06-13 01:00:00,2,1,11.6,0,0
2023-06-13 01:00:00,2,1,13.8,0,0
2023-06-13 01:00:00,2,1,15.844,0,0
2023-06-13 02:00:00,2,1,18.093,0,0
2023-06-13 02:00:00,2,1,15.844,0,0
2023-06-13 02:00:00,2,1,13.8,0,0
2023-06-13 02:00:00,2,1,11.6,0,0
2023-06-13 03:00:00,2,1,11.6,0,0
2023-06-13 03:00:00,2,1,15.844,0,0
2023-06-13 03:00:00,2,1,13.8,0,0
2023-06-13 03:00:00,2,1,18.093,0,0
2023-06-13 04:00:00,2,1,18.093,0,0
2023-06-13 04:00:00,2,1,13.8,0,0
2023-06-13 04:00:00,2,1,15.844,0,0
2023-06-13 04:00:00,2,1,11.6,0,0
2023-06-13 05:00:00,2,1,18.093,0,0
2023-06-13 05:00:00,2,1,11.6,0,0
2023-06-13 05:00:00,2,1,13.8,0,0
2023-06-13 05:00:00,2,1,15.844,0,0
2023-06-13 06:00:00,2,1,13.8,0,0
2023-06-13 06:00:00,2,1,11.6,0,0
2023-06-13 06:00:00,2,1,18.093,0,0
2023-06-13 06:00:00,2,1,15.844,0,0
2023-06-13 07:00:00,2,1,15.844,0,0
2023-06-13 07:00:00,2,1,11.6,0,0
2023-06-13 07:00:00,2,1,18.093,0,0
2023-06-13 07:00:00,2,1,13.8,0,0
2023-06-13 08:00:00,2,1,15.844,0,0
2023-06-13 08:00:00,2,1,18.093,0,0
2023-06-13 08:00:00,2,1,11.6,0,0
2023-06-13 08:00:00,2,1,13.8,0,0
2023-06-13 09:00:00,2,1,15.844,0,0
2023-06-13 09:00:00,2,1,11.6,0,0
2023-06-13 09:00:00,2,1,13.8,0,0
2023-06-13 09:00:00,2,1,18.093,0,0
2023-06-13 10:00:00,2,1,15.844,0,0
2023-06-13 10:00:00,2,1,11.6,0,0
2023-06-13 10:00:00,2,1,13.8,0,0
2023-06-13 10:00:00,2,1,18.093,0,0
2023-06-13 11:00:00,2,1,13.8,0,0
2023-06-13 11:00:00,2,1,15.844,0,0
2023-06-13 11:00:00,2,1,11.6,0,0
2023-06-13 11:00:00,2,1,18.093,0,0
2023-06-13 12:00:00,2,1,13.8,0,0
2023-06-13 12:00:00,2,1,11.6,0,0
2023-06-13 12:00:00,2,1,15.844,0,0
2023-06-13 12:00:00,2,1,18.093,0,0
2023-06-13 13:00:00,2,1,15.844,0,0
2023-06-13 13:00:00,2,1,18.093,0,0
2023-06-13 13:00:00,2,1,13.8,0,0
2023-06-13 13:00:00,2,1,11.6,0,0
2023-06-13 14:00:00,2,1,18.093,0,0
2023-06-13 14:00:00,2,1,13.8,0,0
2023-06-13 14:00:00,2,1,11.6,0,0
2023-06-13 14:00:00,2,1,15.844,0,0
2023-06-13 15:00:00,2,1,13.8,0,0
2023-06-13 15:00:00,2,1,11.6,0,0
2023-06-13 15:00:00,2,1,15.844,0,0
2023-06-13 15:00:00,2,1,18.093,0,0
2023-06-13 16:00:00,2,1,15.844,1,0
2023-06-13 16:00:00,2,1,13.8,1,0
2023-06-13 16:00:00,2,1,18.093,1,0
2023-06-13 16:00:00,2,1,11.6,1,0
2023-06-13 17:00:00,2,1,13.8,1,0
2023-06-13 17:00:00,2,1,18.093,1,0
2023-06-13 17:00:00,2,1,15.844,1,0
2023-06-13 17:00:00,2,1,11.6,1,0
2023-06-13 18:00:00,2,1,11.6,1,0
2023-06-13 18:00:00,2,1,13.8,1,0
2023-06-13 18:00:00,2,1,18.093,1,0
2023-06-13 18:00:00,2,1,15.844,1,0
2023-06-13 19:00:00,2,1,15.844,0,0
2023-06-13 19:00:00,2,1,18.093,0,0
2023-06-13 19:00:00,2,1,13.8,0,0
2023-06-13 19:00:00,2,1,11.6,0,0
2023-06-13 20:00:00,2,1,13.8,0,0
2023-06-13 20:00:00,2,1,15.844,0,0
2023-06-13 20:00:00,2,1,18.093,0,0
2023-06-13 20:00:00,2,1,11.6,0,0
2023-06-13 21:00:00,2,1,15.844,0,0
2023-06-13 21:00:00,2,1,18.093,0,0
2023-06-13 21:00:00,2,1,13.8,0,0
2023-06-13 21:00:00,2,1,11.6,0,0
2023-06-13 22:00:00,2,1,11.6,0,0
2023-06-13 22:00:00,2,1,13.8,0,0
2023-06-13 22:00:00,2,1,18.093,0,0
2023-06-13 22:00:00,2,1,15.844,0,0
2023-06-13 23:00:00,2,1,11.6,0,0
2023-06-13 23:00:00,2,1,15.844,0,0
2023-06-13 23:00:00,2,1,18.093,0,0
2023-06-13 23:00:00,2,1,13.8,0,0
2023-06-13 00:00:00,2,3,19.36,0,0
2023-06-13 00:00:00,2,3,21.36,0,0
2023-06-13 00:00:00,2,3,23.36,0,0
2023-06-13 01:00:00,2,3,19.36,0,0
2023-06-13 01:00:00,2,3,21.36,0,0
2023-06-13 01:00:00,2,3,23.36,0,0
2023-06-13 02:00:00,2,3,19.36,0,0
2023-06-13 02:00:00,2,3,23.36,0,0
2023-06-13 02:00:00,2,3,21.36,0,0
2023-06-13 03:00:00,2,3,19.36,0,0
2023-06-13 03:00:00,2,3,23.36,0,0
2023-06-13 03:00:00,2,3,21.36,0,0
2023-06-13 04:00:00,2,3,21.36,0,0
2023-06-13 04:00:00,2,3,23.36,0,0
2023-06-13 04:00:00,2,3,19.36,0,0
2023-06-13 05:00:00,2,3,23.36,0,0
2023-06-13 05:00:00,2,3,19.36,0,0
2023-06-13 05:00:00,2,3,21.36,0,0
2023-06-13 06:00:00,2,3,19.36,0,0
2023-06-13 06:00:00,2,3,23.36,0,0
2023-06-13 06:00:00,2,3,21.36,0,0
2023-06-13 07:00:00,2,3,19.36,0,0
2023-06-13 07:00:00,2,3,21.36,0,0
2023-06-13 07:00:00,2,3,23.36,0,0
2023-06-13 08:00:00,2,3,19.36,0,0
2023-06-13 08:00:00,2,3,23.36,0,0
2023-06-13 08:00:00,2,3,21.36,0,0
2023-06-13 09:00:00,2,3,23.36,0,0
2023-06-13 09:00:00,2,3,21.36,0,0
2023-06-13 09:00:00,2,3,19.36,0,0
2023-06-13 10:00:00,2,3,23.36,0,0
2023-06-13 10:00:00,2,3,21.36,0,0
2023-06-13 10:00:00,2,3,19.36,0,0
2023-06-13 11:00:00,2,3,19.36,0,0
2023-06-13 11:00:00,2,3,21.36,0,0
2023-06-13 11:00:00,2,3,23.36,0,0
2023-06-13 12:00:00,2,3,23.36,0,0
2023-06-13 12:00:00,2,3,21.36,0,0
2023-06-13 12:00:00,2,3,19.36,0,0
2023-06-13 13:00:00,2,3,19.36,0,0
2023-06-13 13:00:00,2,3,21.36,0,0
2023-06-13 13:00:00,2,3,23.36,0,0
2023-06-13 14:00:00,2,3,19.36,0,0
2023-06-13 14:00:00,2,3,21.36,0,0
2023-06-13 14:00:00,2,3,23.36,0,0
2023-06-13 15:00:00,2,3,23.36,0,0
2023-06-13 15:00:00,2,3,21.36,0,0
2023-06-13 15:00:00,2,3,19.36,0,0
2023-06-13 16:00:00,2,3,19.36,0,0
2023-06-13 16:00:00,2,3,21.36,0,0
2023-06-13 16:00:00,2,3,23.36,0,0
2023-06-13 17:00:00,2,3,21.36,0,0
2023-06-13 17:00:00,2,3,19.36,0,0
2023-06-13 17:00:00,2,3,23.36,0,0
2023-06-13 18:00:00,2,3,23.36,0,0
2023-06-13 18:00:00,2,3,21.36,0,0
2023-06-13 18:00:00,2,3,19.36,0,0
2023-06-13 19:00:00,2,3,19.36,0,0
2023-06-13 19:00:00,2,3,21.36,0,0
2023-06-13 19:00:00,2,3,23.36,0,0
2023-06-13 20:00:00,2,3,23.36,0,0
2023-06-13 20:00:00,2,3,21.36,0,0
2023-06-13 20:00:00,2,3,19.36,0,0
2023-06-13 21:00:00,2,3,23.36,0,0
2023-06-13 21:00:00,2,3,19.36,0,0
2023-06-13 21:00:00,2,3,21.36,0,0
2023-06-13 22:00:00,2,3,21.36,0,0
2023-06-13 22:00:00,2,3,23.36,0,0
2023-06-13 22:00:00,2,3,19.36,0,0
2023-06-13 23:00:00,2,3,19.36,0,0
2023-06-13 23:00:00,2,3,23.36,0,0
2023-06-13 23:00:00,2,3,21.36,0,0
2023-06-13 00:00:00,3,2,19.55,0,0
2023-06-13 00:00:00,3,2,21.365,0,0
2023-06-13 00:00:00,3,2,23.339,0,0
2023-06-13 01:00:00,3,2,19.55,0,0
2023-06-13 01:00:00,3,2,21.365,0,0
2023-06-13 01:00:00,3,2,23.339,0,0
2023-06-13 02:00:00,3,2,23.339,0,0
2023-06-13 02:00:00,3,2,21.365,0,0
2023-06-13 02:00:00,3,2,19.55,0,0
2023-06-13 03:00:00,3,2,23.339,0,0
2023-06-13 03:00:00,3,2,19.55,0,0
2023-06-13 03:00:00,3,2,21.365,0,0
2023-06-13 04:00:00,3,2,19.55,0,0
2023-06-13 04:00:00,3,2,21.365,0,0
2023-06-13 04:00:00,3,2,23.339,0,0
2023-06-13 05:00:00,3,2,21.365,0,0
2023-06-13 05:00:00,3,2,23.339,0,0
2023-06-13 05:00:00,3,2,19.55,0,0
2023-06-13 06:00:00,3,2,23.339,0,0
2023-06-13 06:00:00,3,2,19.55,0,0
2023-06-13 06:00:00,3,2,21.365,0,0
2023-06-13 07:00:00,3,2,23.339,0,0
2023-06-13 07:00:00,3,2,21.365,0,0
2023-06-13 07:00:00,3,2,19.55,0,0
2023-06-13 08:00:00,3,2,19.55,0,0
2023-06-13 08:00:00,3,2,21.365,0,0
2023-06-13 08:00:00,3,2,23.339,0,0
2023-06-13 09:00:00,3,2,23.339,0,0
2023-06-13 09:00:00,3,2,21.365,0,0
2023-06-13 09:00:00,3,2,19.55,0,0
2023-06-13 10:00:00,3,2,19.55,0,0
2023-06-13 10:00:00,3,2,23.339,0,0
2023-06-13 10:00:00,3,2,21.365,0,0
2023-06-13 11:00:00,3,2,23.339,0,0
2023-06-13 11:00:00,3,2,21.365,0,0
2023-06-13 11:00:00,3,2,19.55,0,0
2023-06-13 12:00:00,3,2,19.55,0,0
2023-06-13 12:00:00,3,2,21.365,0,0
2023-06-13 12:00:00,3,2,23.339,0,0
2023-06-13 13:00:00,3,2,21.365,0,0
2023-06-13 13:00:00,3,2,23.339,0,0
2023-06-13 13:00:00,3,2,19.55,0,0
2023-06-13 14:00:00,3,2,21.365,0,0
2023-06-13 14:00:00,3,2,23.339,0,0
2023-06-13 14:00:00,3,2,19.55,0,0
2023-06-13 15:00:00,3,2,23.339,0,0
2023-06-13 15:00:00,3,2,21.365,0,0
2023-06-13 15:00:00,3,2,19.55,0,0
2023-06-13 16:00:00,3,2,23.339,1,0
2023-06-13 16:00:00,3,2,19.55,1,0
2023-06-13 16:00:00,3,2,21.365,1,0
2023-06-13 17:00:00,3,2,21.365,0,0
2023-06-13 17:00:00,3,2,23.339,1,0
2023-06-13 17:00:00,3,2,19.55,0,0
2023-06-13 18:00:00,3,2,23.339,1,0
2023-06-13 18:00:00,3,2,19.55,0,0
2023-06-13 18:00:00,3,2,21.365,0,0
2023-06-13 19:00:00,3,2,19.55,0,0
2023-06-13 19:00:00,3,2,21.365,0,0
2023-06-13 19:00:00,3,2,23.339,0,0
2023-06-13 20:00:00,3,2,19.55,0,0
2023-06-13 20:00:00,3,2,23.339,0,0
2023-06-13 20:00:00,3,2,21.365,0,0
2023-06-13 21:00:00,3,2,21.365,0,0
2023-06-13 21:00:00,3,2,23.339,0,0
2023-06-13 21:00:00,3,2,19.55,0,0
2023-06-13 22:00:00,3,2,19.55,0,0
2023-06-13 22:00:00,3,2,21.365,0,0
2023-06-13 22:00:00,3,2,23.339,0,0
2023-06-13 23:00:00,3,2,23.339,0,0
2023-06-13 23:00:00,3,2,19.55,0,0
2023-06-13 23:00:00,3,2,21.365,0,0
2023-06-13 00:00:00,3,4,25.365,0,0
2023-06-13 01:00:00,3,4,25.365,0,0
2023-06-13 02:00:00,3,4,25.365,0,0
2023-06-13 03:00:00,3,4,25.365,0,0
2023-06-13 04:00:00,3,4,25.365,0,0
2023-06-13 05:00:00,3,4,25.365,0,0
2023-06-13 06:00:00,3,4,25.365,0,0
2023-06-13 07:00:00,3,4,25.365,0,0
2023-06-13 08:00:00,3,4,25.365,0,0
2023-06-13 09:00:00,3,4,25.365,1,0
2023-06-13 10:00:00,3,4,25.365,0,0
2023-06-13 11:00:00,3,4,25.365,0,0
2023-06-13 12:00:00,3,4,25.365,0,0
2023-06-13 13:00:00,3,4,25.365,0,0
2023-06-13 14:00:00,3,4,25.365,0,0
2023-06-13 15:00:00,3,4,25.365,0,0
2023-06-13 16:00:00,3,4,25.365,0,0
2023-06-13 17:00:00,3,4,25.365,0,0
2023-06-13 18:00:00,3,4,25.365,0,0
2023-06-13 19:00:00,3,4,25.365,0,0
2023-06-13 20:00:00,3,4,25.365,0,0
2023-06-13 21:00:00,3,4,25.365,0,0
2023-06-13 22:00:00,3,4,25.365,0,0
2023-06-13 23:00:00,3,4,25.365,0,0
2023-06-13 00:00:00,4,5,27.203,0,0
2023-06-13 00:00:00,4,5,29.351,0,0
2023-06-13 00:00:00,4,5,31.246,0,0
2023-06-13 00:00:00,4,5,32.25,0,0
2023-06-13 01:00:00,4,5,27.203,0,0
2023-06-13 01:00:00,4,5,29.351,0,0
2023-06-13 01:00:00,4,5,31.246,0,0
2023-06-13 01:00:00,4,5,32.25,0,0
2023-06-13 02:00:00,4,5,32.25,0,0
2023-06-13 02:00:00,4,5,29.351,0,0
2023-06-13 02:00:00,4,5,27.203,0,0
2023-06-13 02:00:00,4,5,31.246,0,0
2023-06-13 03:00:00,4,5,32.25,0,0
2023-06-13 03:00:00,4,5,29.351,0,0
2023-06-13 03:00:00,4,5,31.246,0,0
2023-06-13 03:00:00,4,5,27.203,0,0
2023-06-13 04:00:00,4,5,29.351,0,0
2023-06-13 04:00:00,4,5,27.203,0,0
2023-06-13 04:00:00,4,5,31.246,0,0
2023-06-13 04:00:00,4,5,32.25,0,0
2023-06-13 05:00:00,4,5,32.25,0,0
2023-06-13 05:00:00,4,5,29.351,0,0
2023-06-13 05:00:00,4,5,31.246,0,0
2023-06-13 05:00:00,4,5,27.203,0,0
2023-06-13 06:00:00,4,5,32.25,0,0
2023-06-13 06:00:00,4,5,31.246,0,0
2023-06-13 06:00:00,4,5,29.351,0,0
2023-06-13 06:00:00,4,5,27.203,0,0
2023-06-13 07:00:00,4,5,32.25,0,0
2023-06-13 07:00:00,4,5,29.351,0,0
2023-06-13 07:00:00,4,5,27.203,0,0
2023-06-13 07:00:00,4,5,31.246,0,0
2023-06-13 08:00:00,4,5,27.203,0,0
2023-06-13 08:00:00,4,5,31.246,0,0
2023-06-13 08:00:00,4,5,29.351,0,0
2023-06-13 08:00:00,4,5,32.25,0,0
2023-06-13 09:00:00,4,5,29.351,0,0
2023-06-13 09:00:00,4,5,32.25,0,0
2023-06-13 09:00:00,4,5,31.246,0,0
2023-06-13 09:00:00,4,5,27.203,0,0
2023-06-13 10:00:00,4,5,29.351,0,0
2023-06-13 10:00:00,4,5,32.25,0,0
2023-06-13 10:00:00,4,5,31.246,0,0
2023-06-13 10:00:00,4,5,27.203,0,0
2023-06-13 11:00:00,4,5,27.203,0,0
2023-06-13 11:00:00,4,5,29.351,0,0
2023-06-13 11:00:00,4,5,31.246,0,0
2023-06-13 11:00:00,4,5,32.25,0,0
2023-06-13 12:00:00,4,5,32.25,0,0
2023-06-13 12:00:00,4,5,31.246,0,0
2023-06-13 12:00:00,4,5,27.203,0,0
2023-06-13 12:00:00,4,5,29.351,0,0
2023-06-13 13:00:00,4,5,27.203,0,0
2023-06-13 13:00:00,4,5,32.25,0,0
